Brand Name,Generic Name,Manufactor Name,Total Spending 2016,Total Units 2016,Total Spending 2017,Total Units 2017,Total Spending 2018,Total Units 2018,Total Spending 2019,Total Units 2019,Total Spending 2020,Total Units 2020
Aemcolo,Rifamycin Sodium,Aries/Redhill B,,,,,,,,,23561.14,1610
Afinitor,Everolimus,Novartis,348526179.5,828457,344795728.2,725465,386491662.5,727436,444569351.4,772101,302356560.4,525604
Afinitor Disperz,Everolimus,Novartis,2260208.15,5322,3143771.66,6666,4462227.2,8462,6103971.61,10528,9646174.45,16625
Afirmelle,Levonorgestrel/Ethin.Estradiol,Aurobindo Pharm,,,,,,,662.4,1092,356.18,616
Afrezza,"Insulin Regular, Human",Mannkind Corpor,396166.93,134460,1940792.28,501678,4495446.24,749550,7000874.53,977880,8007830.06,1036929
Aggrenox,Aspirin/Dipyridamole,Boehringer Ing.,89835837.25,11532128.4,57404197.15,6918507.867,54174038.05,6706808.7,14126388.14,2064636,4080720.19,452141
Agrylin,Anagrelide HCl,Shire US Inc.,940637.06,118824,283667.15,36799,212176.42,26646,396277.16,50194,1931960.65,241430
Aimovig Autoinjector,Erenumab-Aooe,Amgen,,,,,12480615.36,21497,119447008.3,201944.44,206119544.7,327878.52
Aimovig Autoinjector (2 Pack),Erenumab-Aooe,Amgen,,,,,6163955.34,21189,11330774.01,38308,56756.48,179
Airduo Digihaler,Fluticasone Propion/Salmeterol,Teva Specialty,,,,,,,,,19201.39,45
Airduo Respiclick,Fluticasone Propion/Salmeterol,Teva Specialty,,,89096.09,442,254968.43,854,270035.48,850.45,255536.92,809
Ajovy Autoinjector,Fremanezumab-Vfrm,Teva USA,,,,,,,,,5173840.77,12459.5
Ajovy Syringe,Fremanezumab-Vfrm,Teva USA,,,,,1033232.41,2656,28878501.83,73387.5,33366366.03,80205.5
Ak-Poly-Bac,Bacitracin/Polymyxin B Sulfate,Akorn Inc.,43222.79,9288.5,13353.49,2893.5,4002.05,878.5,18099.17,4050.5,17092.66,3861
Aklief,Trifarotene,Galderma Labora,,,,,,,,,51446.95,4005
Akten,Lidocaine HCl/PF,Akorn Inc.,2600.44,115,2083.53,82,2452.77,94,6595.63,274,2536.83,106
Akynzeo,Fosnetupitant/Palonosetron,Helsinn Therape,,,,,,,211235.94,378,355121.25,2398
Akynzeo,Netupitant/Palonosetron HCl,Helsinn Therape,,,518958.91,960,683619.2,1264,476884.71,819,296174.9,478
Ala-Cort,Hydrocortisone,Crown Laborator,2305.95,1565.2,1104.04,2331.6,310.1,1986,293.84,1767.2,4117.78,18037.2
Ala-Scalp,Hydrocortisone,Crown Therap/Ma,46655.03,4326.4,80638.68,6402.8,115641.27,8022.8,119410.52,8435.6,147590.9,9680
Albendazole,Albendazole,Camber Pharmace,,,,,,,917670.39,6491,2660798.26,18967
Albendazole,Albendazole,Northstar Rx Ll,,,,,,,237744.17,1691,1090376.42,9068
Albendazole,Albendazole,Lineage/Impax G,,,,,1020080.41,5543,3143863.89,20576,1232848.29,9372
Albendazole,Albendazole,Zydus Pharmaceu,,,,,,,749144.37,4824,181060.14,1347
Albendazole,Albendazole,Edenbridge Phar,,,,,,,416198.97,3470,2064069.49,18000
Albendazole,Albendazole,"Cipla USA, Inc.",,,,,1012105.88,6208,4081412.19,27330,2938448.06,22390
Albendazole,Albendazole,Amneal Pharmace,,,,,,,,,90644.88,792
Albendazole,Albendazole,Teva USA,,,,,,,1435777.96,10173,2238524.5,17210
Albenza,Albendazole,Amedra Pharmace,10226390.6,62703,10425966.49,57726,10853789.61,53282,829291.65,3404,38885.13,313
Alburx,Albumin Human,CSL Behring LLC,,,,,,,,,24080.97,18000
Albutein,Albumin Human,Grifols,22997.55,21975,8754.13,8870,13299.87,16610,16969.05,19470,16339.12,18495
Albuterol Sulfate HFA,Albuterol Sulfate,Teva USA,,,,,,,61435148.68,10750528.21,162892976.9,33242549.76
Albuterol Sulfate HFA,Albuterol Sulfate,Perrigo Co.,,,,,,,,,58056438.2,12251120.3
Albuterol Sulfate HFA,Albuterol Sulfate,Prasco Labs,,,,,,,115994708.5,44144555.9,221911929.9,90451616.39
Albuterol Sulfate HFA,Albuterol Sulfate,Par Pharm.,,,,,,,4184560.28,566146.745,16957493.1,2726360.317
Albuterol Sulfate HFA,Albuterol Sulfate,Lupin Pharmaceu,,,,,,,,,14067488.97,2788769.611
Albuterol Sulfate HFA,Albuterol Sulfate,"Cipla USA, Inc.",,,,,,,,,17554002.7,2989012.214
Albuterol Sulfate*,Albuterol Sulfate,AHP*,11346.21,3003,12070.71,3101,6014.41,1454,6993.69,6561,2835.2,18466
Albuterol Sulfate*,Albuterol Sulfate,Amneal Pharmace,,,,,227120.92,73488,2164427.34,733366.5,4011193.43,1361518.7
Albuterol Sulfate*,Albuterol Sulfate,Vistapharm,2131.64,52114,17615.99,311140.258,3128.08,56747.381,476.19,10288,342.97,5834
Albuterol Sulfate*,Albuterol Sulfate,Virtus Pharmace,,,,,46306.76,13582,1780840.45,602908,2035219.24,803603.5
Albuterol Sulfate*,Albuterol Sulfate,Mutual Pharm Co,8344792.52,2393278.5,7694568.17,2081196.714,6313915.97,1765304.5,3910540.46,1159835,1566239.74,524732.01
Albuterol Sulfate*,Albuterol Sulfate,Sandoz,132346.21,1262277,20145.19,205505,4939.77,44691,824.65,5280,297.11,2085
Albuterol Sulfate*,Albuterol Sulfate,Ritedose Pharma,955256.32,9868857,981082.11,10213407,1150499.8,10692329.5,1412875.86,11004527.72,893899.23,7485269.003
Albuterol Sulfate*,Albuterol Sulfate,Mylan*,11634460.64,19079183.7,11910540.58,19760417.4,10670803.1,18055177.73,7136643.86,13738157.21,4197108.31,8261812
Albuterol Sulfate*,Albuterol Sulfate,Mylan Instituti,82688.08,22072,79000.91,17768,49151.81,12371,44584.87,11133,21154.7,5017
Albuterol Sulfate*,Albuterol Sulfate,Quagen Pharmace,,,,,,,3377.13,56973,74231.21,1218849.02
Albuterol Sulfate*,Albuterol Sulfate,Actavis/Teva*,1784477.83,12271041.71,1000127.99,7942384.934,697749.34,7771903.697,468584.86,6343188.754,216569.39,3928640.948
Albuterol Sulfate*,Albuterol Sulfate,Hi-Tech/Akorn C*,334122.83,4931375.598,417073.16,4513730.643,370338.85,4605252.884,236780.66,2808208.731,154054.17,1854460.071
Albuterol Sulfate*,Albuterol Sulfate,Rising Pharm,,,,,85658.85,24574,2031218.59,587394.4,1531917.91,502045
Albuterol Sulfate*,Albuterol Sulfate,Nephron Corp,3620497.51,28311850.8,3318296.34,25925285.23,2890930.77,21782369,2926312.49,20867790.07,2029387.55,14832984.75
Alcaine,Proparacaine HCl,Alcon Laborator,567.71,137,,,,,,,506.42,225
Alclometasone Dipropionate,Alclometasone Dipropionate,Taro Pharm USA,1343649.95,906245.5,1189933.04,811731.5,1013463.97,728201,1030918.5,788679,1011710.33,794561
Alclometasone Dipropionate,Alclometasone Dipropionate,Fougera/Sandoz,524774.67,376392.914,610960.69,466306,726233.38,563071.7,796249.9,729275,368913.58,358012
Alclometasone Dipropionate,Alclometasone Dipropionate,Glenmark Pharma,1617266.86,1071877,1987037.14,1330879,3124973.06,2351208.9,2514978.84,2049742,1883126.6,1455589.5
Alcohol Pads,Alcohol Antiseptic Pads,Home Aide Diagn,11235417.35,34399854.67,13607520.42,34806244.33,22784178.31,53085712.08,29956844.25,68831450.02,14047552.56,33565024.24
Alcohol Pads,Alcohol Antiseptic Pads,Global Diabetic,32113.36,305000,134974.92,955462,337527.76,2000511,523930.45,3055680.235,309241.46,2060956
Alcohol Prep Pads,Alcohol Antiseptic Pads,US Diagnostics,,,,,1548.83,4680,11149.41,26981,7917.49,35833
Alcohol Prep Pads,Alcohol Antiseptic Pads,Walgreen Co.,5657.01,300250,7041.42,363753,9106.07,470247,11891.84,626563,27856.44,1508827
Alcohol Prep Pads,Alcohol Antiseptic Pads,Xpress Medical,,,,,1438.25,22500,52192.1,487623,3218141.98,19990967
Alcohol Prep Pads,Alcohol Antiseptic Pads,Specialty Med,639882.91,4531243,485513.6,3532295,292953.21,2150210,140345.29,1060089,47622.81,428792
Alcohol Prep Pads,Alcohol Antiseptic Pads,Sm-Strategic So,142091.14,4870111,144598.82,5021069.909,135169.87,4640969,89639.67,3096939.333,145622.49,5169265.727
Alcohol Prep Pads,Alcohol Antiseptic Pads,Simple Diagnost,15058697.62,38985163,18539010.64,44778191.93,20082110.19,45259191,22847231.25,50534266.33,13972716.63,31777396.33
Alcohol Prep Pads,Alcohol Antiseptic Pads,Rugby,129309.27,4182032,168841.66,5993286.82,196202.3,7723913.242,233470.24,9087550.667,243497.77,9630642.939
Alcohol Prep Pads,Alcohol Antiseptic Pads,One Pharmaceuti,9177.42,84578,11276.42,110254,6418.76,62940,6101.64,57800,2307.14,24720
Alcohol Prep Pads,Alcohol Antiseptic Pads,Kroger Co,393.11,28753,409.8,34150,440.42,33890,293.07,27060,270.86,25560
Alcohol Prep Pads,Alcohol Antiseptic Pads,Phoenix Healthc,11047335.81,33605909.29,14882592.62,39054522.49,17968132.63,45193840.87,12381934.14,30632803.67,6994270.06,17762029.79
Alcohol Prep Pads,Alcohol Antiseptic Pads,Home Aide Diagn,178749.71,614288,356295.47,967043,549931.31,1320931,1131713.99,2484702,536443.46,1927058
Alcohol Prep Pads,Alcohol Antiseptic Pads,Fifty50 Pharmac,152.66,3860,334.86,10600,237.41,7851,77.3,2030,659.6,19122
Alcohol Prep Pads,Alcohol Antiseptic Pads,Dynarex Corp.,,,1818.41,59533,23960.76,1280501,39972.21,2167548,93806.64,5041074
Alcohol Prep Pads,Alcohol Antiseptic Pads,CVS,7699.87,382063,18173.89,926523,28990.01,1485484,39980.17,2086940,60431.82,3135490
Alcohol Prep Pads,Alcohol Antiseptic Pads,Hm-Strategic So,,,217.89,10900,6763.3,321147,16526.57,809191.333,39247.43,1926825.235
Alcohol Prep Pads,Alcohol Antiseptic Pads,Chain Drug Cons,3157.87,134556,1192.01,59096,920.77,50177,601.76,35281,709.6,39030
Alcohol Prep Pads,Alcohol Antiseptic Pads,Arise Medical L,,,,,153734.59,408039,2660877.85,6870259,2627519.61,7884212.33
Alcohol Swab,Alcohol Antiseptic Pads,Amerisource-Gnp,61210.99,2209852,237040.73,5757777,69536.31,3022965,136433.95,4387510,119032.03,5365521.235
Alcohol Swabs,Alcohol Antiseptic Pads,Walgreen Co.,140200.24,5556705,112671.21,4490694,14923.51,480948,10468.76,359506,12200.67,434681
Alcohol Swabs,Alcohol Antiseptic Pads,Wal-Mart Stores,2971.29,296200,4342.53,432207,5023.23,500605,2733.23,272794,1273.97,116719
Alcohol Swabs,Alcohol Antiseptic Pads,Perrigo Diabete,4163.71,182529,7950.15,360528,11391.47,502504,10646.82,479272,23736.15,1032059
Alcohol Swabs,Alcohol Antiseptic Pads,Target Corp,1735.63,71059,1813.21,67177,1638.83,60036,1127.69,45370,2426.84,126702
Alcohol Swabs,Alcohol Antiseptic Pads,Rite Aid Corp.,64868.79,2675065.556,73590.35,3049190,73462.76,3073837,63848.36,2671266.444,48655.47,2015114
Alcohol Swabs,Alcohol Antiseptic Pads,Ultimed Inc,720.52,30860,9947.63,396899,28335.83,1218172,59543.25,2352237,202278.32,4914736.848
Alcohol Swabs,Alcohol Antiseptic Pads,Leader,,,10648.57,370363,35756.73,1215985,40944.35,1303234,130109.25,4471608.544
Alcohol Swabs,Alcohol Antiseptic Pads,Meijer Inc.,145.23,5030,201.83,8820,247.86,9786,183.19,7840,635.51,25779
Alcohol Swabs,Alcohol Antiseptic Pads,Chain Drug,3132.6,150265,2184.89,104519,1938.23,95264,1132.41,56563,2513.26,97069
Alcohol Swabs,Alcohol Antiseptic Pads,Kroger Co,137.4,5690,178.55,7860,165.16,8333,160.89,9880,100.65,6060
Alcohol Wipes,Alcohol Antiseptic Pads,CVS,,,180.79,2300,1966.78,29066,3717.44,56856,1247.46,16951
Alcohol Wipes,Alcohol Antiseptic Pads,Medicine Shop,10484.47,346425,5554.77,260074,2554.21,109621,1263.88,57741,2265.64,98821
Alcohol Wipes,Alcohol Antiseptic Pads,Rite Aid Corp.,2394.64,46701,5214.47,105931,6718.25,135454,7906.36,158763,19047.86,367405
Alcohol Wipes,Alcohol Antiseptic Pads,Leader,,,,,,,,,474.54,6923.6
Alcohol Wipes,Alcohol Antiseptic Pads,Amerisource-Gnp,371.99,5550,11805.51,185214,23895.31,352503,21986.91,292551,48909.19,567377
Aldactazide,Spironolact/Hydrochlorothiazid,Pharmaci/Pfizer,346444.27,117342,299258.8,88553,222849.82,62909,239456.54,65014,241764.08,63603
Aldactone,Spironolactone,Pharmaci/Pfizer,640690.71,259183,725594,240878,640482.5,209500,611625.55,196969,591299.16,173113
Aldara,Imiquimod,Valeant/Bausch,158731.32,2716,141123.49,2190,28087.51,2553,13506.61,1764,5775.05,836
Aldurazyme,Laronidase,Genzyme,2541409.44,14960,2221970.05,12902,3006096.58,16850,3253424.99,17670,4500166.87,23135
Alecensa,Alectinib HCl,"Genentech, Inc.",22610414.77,434214,47520913.44,835271.192,64635716.51,1048698,84214133.36,1337064,105142346.5,1609672
Alendronate Sodium,Alendronate Sodium,Northstar Rx Ll,8841987.43,8761576.337,8810643.9,8703082.51,8005492.45,8283731.092,9291982.82,8894042.456,10462008.78,9960201.619
Alendronate Sodium,Alendronate Sodium,Marlex Pharm.,,,,,,,,,2536.53,2755
Alendronate Sodium,Alendronate Sodium,"Cipla USA, Inc.",11431017.5,10740303.97,16771854.71,15962126.04,22091895.05,20800842.4,25678421.43,22664244.6,27057305.87,22983565.8
Alendronate Sodium,Alendronate Sodium,Aurobindo Pharm,3612715.85,3205790.001,2366957.24,2065091.961,5239668.89,3974939.011,25355487.03,22540838.3,29056788.37,26096898.44
Alendronate Sodium,Alendronate Sodium,Impax/Amneal,1024.27,721,6701848.75,6215530.289,10635120.05,11122165.86,4785003.87,5913434.655,407072.01,566604.144
Alendronate Sodium,Alendronate Sodium,Rising Pharm,,,,,76002.55,262673.5,3572677.85,4523867.817,6041394.75,8101335.394
Alendronate Sodium,Alendronate Sodium,Virtus Pharmace,2379599.89,2227697.878,3858435.76,3385949.545,2249767.24,2153633.886,897018.85,1155660.07,648634.86,1014716.868
Alendronate Sodium,Alendronate Sodium,Tagi Pharma,869110.4,3096558,1535252.14,3587086,2515632.83,4054726,2874551.77,4416252.3,2723004.08,4118410.08
Alfuzosin HCl ER,Alfuzosin HCl,Torrent Pharmac,1351681.04,3438918,2173216.85,5313947.5,2850862.27,7226137,2366473.82,5768589,75989.45,187967
Alfuzosin HCl ER,Alfuzosin HCl,Unichem Pharmac,,,586223.66,1446217,2524187.07,6367662,3131877.21,7770886,1403083.74,3328101
Alfuzosin HCl ER,Alfuzosin HCl,Sun Pharma Glob,1302164.27,3198099,1882776.09,4660648,2022176.93,4789122,2977412.17,7019927,4996482.64,9937456
Alfuzosin HCl ER,Alfuzosin HCl,Exelan Pharmace,35515.88,89585,10763.53,30521,10652.51,21455,9618.08,28457,12404.61,66324
Alfuzosin HCl ER,Alfuzosin HCl,"Cipla USA, Inc.",803746.16,2015863,2793683.57,7112162.5,2504997.76,6395688,4015474.96,9477852.5,3464599.95,8353487
Alfuzosin HCl ER,Alfuzosin HCl,Aurobindo Pharm,3840.4,9515,2858.38,7776,2505.6,6510,883.62,2490,1050.05,3626
Alfuzosin HCl ER,Alfuzosin HCl,Apotex Corp,3089014.82,8590030,2011193.69,5300778.5,886349.26,2208538.5,144810.33,364467,82954.67,220205
Alfuzosin HCl ER,Alfuzosin HCl,Rising Pharm,1913221.53,4744889.6,5053352.48,13052040,6797920.81,14933948,7202101.06,16677333,13541025,30428511
Alimta,Pemetrexed Disodium,Eli Lilly & Co.,7931648.12,5297,7894844.98,5440,7522797.52,4784,9039778.05,6012,9697562.74,6682
Alinia,Nitazoxanide,Romark Laborato,7041607.23,116251,10043474.58,120070,11892395.74,120442,13662442.61,120256,11406351.2,91805
Aliskiren,Aliskiren Hemifumarate,Par Pharm.,,,,,,,3854313.81,584514,6083510.62,1008794
Aliskiren,Aliskiren Hemifumarate,Prasco Labs,,,,,,,6919927.27,1096387,9342167.67,1491044
Allopurinol,Allopurinol,Zydus Pharmaceu,,,,,7572187.26,19604868.5,25458147.84,109013675.3,28666700.73,130242885.1
Allopurinol,Allopurinol,Ranbaxy/Sun Pha,152120.12,613699,79080.94,311297.5,52438.56,224034,35605.65,171684,21589.82,126369
Allopurinol,Allopurinol,Qualitest/Par P,41607381.1,151894443.6,13850103.62,47836271.25,10998455.85,44279785.52,9746866.59,46175768,5797249,37645569.73
Allopurinol,Allopurinol,Pd-Rx Pharm,,,,,,,208.04,966,213.75,2504
Allopurinol,Allopurinol,Mylan Instituti,87374.11,237229,60991.3,163147.5,44039.41,123628.5,34395.77,109932,21776.87,76976
Allopurinol,Allopurinol,Mckesson Packag,,,3105.52,10379,5013.22,15626,5251.21,16410,3259.36,10379
Allopurinol,Allopurinol,Northstar Rx Ll,22570093.1,118611103.4,23263364.4,121654963.6,22208126.27,114937305,24086941.21,114390066.8,23511610.09,120612098
Allopurinol,Allopurinol,Unichem Pharmac,,,,,,,2154221.83,9228882,10899179.47,56807245.3
Allopurinol,Allopurinol,Actavis/Teva,12329217.93,41209989.51,16714304.09,53338745.04,15423117.27,54765582.35,13857489.24,57260906.51,17234538.48,77217316.07
Allopurinol,Allopurinol,Sun Pharmaceuti,1456981.03,5029983,9928725.21,33080752.46,13617035.19,46255619.87,14954068.09,52731133.27,5047884.88,22104644.75
Allopurinol,Allopurinol,Accord Healthca,25449660.04,92346985.5,27952684.79,113030882,38635150.95,172480134.5,42940420.47,211721052.5,36189174.28,201003914.9
Allopurinol,Allopurinol,Arise Pharmaceu,,,,,,,,,10818.57,48005
Allopurinol,Allopurinol,Mylan,31889578.35,105955947.3,38745091.88,118773268.6,28166058.09,111015192,4273689.64,19512890.5,1753258.48,8459093.5
Allopurinol,Allopurinol,AHP,96459.23,231241,47735.6,109452,7234.08,20257,5993.37,16435,3299.34,10149
Allopurinol,Allopurinol,Major Pharmaceu,,,27954.95,66839,52066.09,137803,55577.34,158656,49193.42,157841
Allopurinol,Allopurinol,Dr.Reddy'S Lab,10492330.21,51999855,9901335.46,49722497.43,9828378.95,48550057.5,9665635.19,51575160,9803557.2,55733545.5
Allzital,Butalbital/Acetaminophen,Skylar Laborato,237725.17,90263,492113.33,96824,448866.47,45183,368930.06,30332,93239.87,7664
Allzital,Butalbital/Acetaminophen,"Phlight Pharma,",,,,,,,,,69169.32,4700
Almotriptan Malate,Almotriptan Malate,Teva USA,490963.38,19892,17422.23,602,7564.35,279,,,4543.92,217
Almotriptan Malate,Almotriptan Malate,Mylan,563565.11,20993,595264.89,23290,639435.42,26487,836062.22,35121,788640.93,35745
Almotriptan Malate,Almotriptan Malate,Ajanta Pharma L,367424.29,15389,1209058.02,46968,1218933.71,50092,1126135.63,46283,984871.85,43383
Alocril,Nedocromil Sodium,Allergan Inc.,744283.12,20170,493838.09,12305,439814.02,9865,379698.22,8470,312953.46,6985
Alogliptin,Alogliptin Benzoate,Perrigo Co.,1443240.98,228601,3612415.37,585765,7269829.64,1196400,9623213.96,1608525,16588328.76,2754229.5
Alogliptin-Metformin,Alogliptin Benz/Metformin HCl,Perrigo Co.,427138.55,134374,812351.92,263061,1276456.43,415083,1606779.13,569728,1021109.17,336692
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,Perrigo Co.,1182229.68,186555,1713347.51,278047,1451429.08,233785,1245707.44,203762,923561.7,151003
Alomide,Lodoxamide Tromethamine,Alcon/Novartis,157530.87,10685,160636.04,10085,156348.28,9087.5,118084.81,6850,111090.89,6460
Alora,Estradiol,Allergan Inc.,,,,,,,43026.49,3264,265787.68,19436
Alora,Estradiol,Actavis/Allerga,834928.88,77218,553279.66,45289,418987.88,30640,333635.14,24244,43827.08,3136
Alosetron HCl,Alosetron HCl,Roxane/West-War,6729503.66,260964.666,5080100.85,202183,3864233.86,163228,4223429.51,190159,2581189.42,128157
Alosetron HCl,Alosetron HCl,Rising Pharm,,,,,,,479098.93,23901,3049585.03,139377
Alosetron HCl,Alosetron HCl,Par Pharm.,,,,,,,1286278.3,60433,2715213.6,123826
Alosetron HCl,Alosetron HCl,Lifestar Pharma,,,,,,,,,23530.61,1381
Alosetron HCl,Alosetron HCl,Amneal Pharmace,,,2822535.27,114464.5,5396564.68,206581,912307.95,44321,1269678.17,60994
Alosetron HCl,Alosetron HCl,Actavis/Teva,5841830.7,232128,6909723.65,289790,5747279.81,251387,7928713.65,353421,4668928.52,229891
Aloxi,Palonosetron HCl,Eisai Inc./Hels,1679027.14,18745,1739753.89,18987,1062316.03,11621,156980.9,2990,38628.28,955
Alphagan P,Brimonidine Tartrate,Allergan Inc.,185742580.7,7718498.757,195705880.4,7418470.663,200393560.3,6876245.233,210001980.7,6565434.5,204587977.3,6082400.54
Alprazolam,Alprazolam,Par Pharm.,26968289.48,246892707.6,28119361.4,247038279.4,32008984.21,264722406,21734158.28,174626679.3,1002044.55,7011617
Alprazolam,Alprazolam,Mylan,3845035.83,37723243.5,4944328.84,43416741.5,3704068.33,25435950,2676705.15,17587949.99,1443242.64,10774910
Alprazolam,Alprazolam,Mckesson Packag,4106.44,24241,6143.51,27655.5,5604.26,32263,2002.62,10347,654.08,2810
Alprazolam,Alprazolam,Sandoz,32528484.07,305378591.8,26875764.78,244954825.9,12266719.72,99869269.75,3363849.74,27751514.99,5033919.33,36111978.2
Alprazolam,Alprazolam,Major Pharmaceu,24134.13,130162.501,20302.63,104991.5,14353.63,91788,14471.88,79582,13188.87,95915
Alprazolam,Alprazolam,Greenstone LLC.,8752142.01,96572246.87,7861143.13,76842449.84,12003487.93,103785942.4,10730046.8,93014521,12566206.84,92556166.24
Alprazolam,Alprazolam,Dava Pharmaceut,574898.16,7246832.5,650006.96,7335354.999,767644.68,7631538.999,697170.44,7090914,31516.02,261373
Alprazolam,Alprazolam,Breckenridge,,,,,967057.65,8240908.5,12518472.05,105563680.9,23022384.17,174801906.2
Alprazolam,Alprazolam,Aurobindo Pharm,,,,,4985976.42,41331019,8468179.73,66836868.1,16428100.56,111091692.3
Alprazolam,Alprazolam,Actavis/Teva,26443494,259111096,25180929.61,275746939.6,34996800.78,288194419,33077613.03,280567063,42853050.08,323034353.6
Alprazolam ER,Alprazolam,Aurobindo Pharm,440583.16,865851,648655.57,1129432.5,1567284.39,1843694,1580056.41,1883003,1424507.04,1804846
Alprazolam ER,Alprazolam,Actavis/Teva,843404.96,1576304,795559.4,1345407.5,865457.05,964577,477214.96,574151,188500.48,246681
Alprazolam Intensol,Alprazolam,Roxane/West-War,69743.26,22682.5,35940.26,11333.51,30529.67,10134.5,53181.2,17594.5,52730.68,16841
Alprazolam ODT,Alprazolam,Par Pharm.,315136.91,212278,346858.83,227799,295207.84,201970,219538.86,148175,446636.93,300405
Alprazolam ODT,Alprazolam,Actavis/Teva,458649.29,283694,404133.47,258336,497050.65,294815,526782.76,301547,185659.97,99147
Alprazolam XR,Alprazolam,Greenstone LLC.,551611.81,1142779,622338.5,1178218,605189.7,777681,663470.79,945971,842657.6,1243804
Alrex,Loteprednol Etabonate,Valeant/Bausch,12544840.26,347678.5,11862676.13,302086,12287973.64,286820,11805100.88,260945,9764844.53,201725
Altabax,Retapamulin,"Almirall, LLC",,,,,,,,,82491.13,3945
Altace,Ramipril,Monarch Phrm,5023403.98,1053874,5457363.51,951239,5805847.31,881762,5216070.64,795740,4696888.02,719216
Altavera,Levonorgestrel/Ethin.Estradiol,"Xiromed, LLC",,,,,24988.62,44660,27487.69,51185,29958.99,53816
Altoprev,Lovastatin,Covis Pharma,75460.46,3448,2020403.25,84600,2153012.4,77816,1742359.37,56046,1781972.53,55333
Altreno,Tretinoin,Valeant/Bausch,,,,,1507.53,585,55207.57,21590,65856.16,25835
Alunbrig,Brigatinib,Millennium Phar,,,,,11562020.55,31737,14483936.9,34139,15825267.71,37325
Alvesco,Ciclesonide,Covis Pharma,,,,,739683.84,22502.9,20730250.8,1735897.3,30903953.29,2672270.6
